,Song,Artist,artist_trunc,search_term,lyrics_raw
1212,Mony Mony,Tommy James and the Shondells,Tommy James,Mony Mony Tommy James,"[Intro]

Here she come down, says 'Mony, Mony'
Well, shoot 'em down, turn around, come home, honey
Hey! She gimme love an' I feel alright now
Everybody!
You got me tossin' turnin' in the night, and I feel alright
Let me feel alright

I say yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah

Well you make me feel Mony, Mony
So! Mony, Mony
Good! Mony, Mony
Yeah! Mony, Mony
So good! Mony, Mony
Oh, yeah! Mony, Mony
Come on! Mony, Mony

All right, baby! Mony, Mony

Say yeah, yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah

Break 'dis, shake it, Mony, Mony
Shot gun, get it done, come on, Mony
Don't stop cookin', it feels so good, yeah
Hey! Well don't stop now, hey, come on Mony
Well come on, Mony

Yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah

Well you make me feel Mony, Mony
So! Mony, Mony
Good! Mony, Mony
Yeah! Mony, Mony
Alright! Mony, Mony
Come on! Mony Mony
So good! Mony Mony

All right
I say yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, ahhhhhhh

{hook}

Oo, I love ya Mony, Mo, Mo, Mony
Oo, I love ya Mony, Mo, Mo, Mony
Oo, I love ya Mony, Mo, Mo, Mony
Oo, I love ya Mony, Mo, Mo, Mony

I say yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah, yeah
Yeah

Come on!
Come on!
Come on!

Everybody
Alright, alright
Come on!"
1213,"Hello, I Love You",The Doors,The Doors,"Hello, I Love You The Doors","[Chorus]
Hello, I love you
Won't you tell me your name?
Hello, I love you
Let me jump in your game
Hello, I love you
Won't you tell me your name?
Hello, I love you
Let me jump in your game

[Verse 1]
She's walking down the street
Blind to every eye she meets
Do you think you'll be the guy
To make the queen of the angels sigh?

[Chorus]
Hello, I love you
Won't you tell me your name?
Hello, I love you
Let me jump in your game
Hello, I love you
Won't you tell me your name?
Hello, I love you
Let me jump in your game

[Verse 2]
She holds her head so high
Like a statue in the sky
Her arms are wicked, and her legs are long
When she moves my brain screams out this song
Sidewalk crouches at her feet
Like a dog that begs for something sweet
Do you hope to make her see, you fool?
Do you hope to pluck this dusky jewel?

[Outro]
Hello, Hello, Hello, Hello, Hello, Hello, Hello
I want you
Hello
I need my baby
Hello, Hello, Hello, Hello"
1214,Young Girl,Gary Puckett & The Union Gap,Gary Puckett,Young Girl Gary Puckett,"[Chorus]
Young girl
Get out of my mind
My love for you is way out of line
Better run, girl
You're much too young, girl

[Verse 1]
With all the charms of a woman
You've kept the secret of your youth
You led me to believe you're old enough
To give me Love
And now it hurts to know the truth

[Chorus]
Whoa, oh, oh, young girl
Get out of my mind
My love for you is way out of line
Better run, girl
You're much too young, girl

[Verse 2]
Beneath your perfume and make-up
You're just a baby in disguise
And though you know that it's wrong to be
Alone with me
That come on look is in your eyes

[Chorus]
Whoa, oh, oh, young girl
Get out of my mind
My love for you is way out of line
Better run, girl
You're much too young, girl

[Verse 3]
So hurry home to your mama
I'm sure she wonders where you are
Get out of here before I have the time
To change my mind
Cause I'm afraid we'll go too far

[Chorus]
Whoa, oh, oh, young girl
Get out of my mind
My love for you is way out of line
Better run, girl
You're much too young, girl

Young girl
Get out of my mind
My love for you is way out of line
Better run, girl
You're much too young, girl

Young girl
Get out of my mind
My love for you"
1215,Cry Like a Baby,The Box Tops,The Box,Cry Like a Baby The Box,"When I think about the good love you gave me
I cry like a baby
Living without you is driving me crazy
I cry like a baby
Well, I know now that you're not a play thing
Not a toy, or a puppet on a string

As I look back on a love so sweet now
I cry like a baby
Every road is a lonely street
I cry like a baby
I know now that you're not a play thing
Not a toy, or a puppet on a string

Today we passed on a street
And you just walked on by
My heart just fell to my feet
And once again I began to cry

When I think about the good love you gave me
I cry like a baby
Living without you is driving me crazy
I cry like a baby

I know now that you're not a play thing
I cry like a baby
As I look back on a love so sweet now
I cry like a baby
Every road is a lonely street
I cry like a baby
My heart just fell to my feet, you know
I cried like a baby
You left the water running now
I cried like a baby"
1216,Stoned Soul Picnic,The 5th Dimension,The 5th,Stoned Soul Picnic The 5th,"Can you surry, can you picnic, whoa?
Can you surry, can you picnic?
Come on, come on and surry down to a stoned soul picnic
Surry down to a stoned soul picnic
There'll be lots of time and wine
Red yellow honey, sassafras and moonshine
Red yellow honey, sassafras and moonshine
Stoned soul, stoned soul, whoa

Come on, come on and surry down to a stoned soul picnic
Surry down to a stoned soul picnic (Can you surry, can you picnic?)
Rain and sun come in again
And from the sky come the Lord and the lightning
And from the sky come the Lord and the lightning
Stoned soul, stoned soul
Surry on, soul

Surry, surry, surry, surry

There'll be trains of blossoms (There'll be trains of blossoms)
There'll be trains of music (There'll be music)
There'll be trains of trust, trains of golden dust
Come along and surry on, sweet trains of thought, surry on down
Can you surry, can you surry, can you surry?

Surry down to a stoned soul picnic
Surry down to a stoned soul picnic (Can you surry, can you picnic?)
There'll be lots of time and wine
Red yellow honey, sassafras and moonshine (Red yellow honey)
Red yellow honey, sassafras and moonshine, moonshine
Stoned soul, yeah
Surry on, soul

Surry, surry, surry, surry
Surry, surry, surry, surry
Surry, surry, surry, surry"
1217,Grazing in the Grass,Hugh Masekela,Hugh Masekela,Grazing in the Grass Hugh Masekela,"Sure is mellow grazin' in the grass (grazin' in the grass, yes, baby, can you dig it?)
What a trip just watchin' as the world goes past (grazin' in the grass, yes, baby, can you dig it?)
There are too many groovy things to see while grazin' in the grass (grazin' in the grass, yes, baby, can you dig it?)
Flowers with colours for takin', everything outta sight (grazin' in the grass, yes, baby, can you dig it?)
The sun peekin' out between the leaves (grazin' in the grass, yes, baby, can you dig it?)
And the bir-ir-ir-irds dartin' in and out of the trees (grazin' in the grass, yes, baby, can you dig it?)
Everything here is so clear, you can see it
And everything here is so real, you can feel it
And it's real, so real, so real, so real, so real, so real
Can you dig it?
I can dig it, he can dig it, she can dig it, we can dig it, they can dig it, you can dig it
Oh, let's dig it. Can you dig it, baby?
I can dig it, he can dig it, she can dig it, we can dig it, they can dig it, you can dig it
Oh, let's dig it. Can you dig it, baby?
------ instrumental break ------
The sun peekin' out between the leaves (grazin' in the grass, yes, baby, can you dig it?)
And the bir-ir-ir-irds dartin' in and out of the trees (grazin' in the grass, yes, baby, can you dig it?)
Everything here is so clear, you can see it
And everything here is so real, you can feel it
And it's real, so real, so real, so real, so real, so real
Can you dig it?
I can dig it, he can dig it, she can dig it, we can dig it, they can dig it, you can dig it
Oh, let's dig it. Can you dig it, baby?
I can dig it, he can dig it, she can dig it, we can dig it, they can dig it, you can dig it
Oh, let's dig it. Can you dig it, baby?
[repeat and fade"
1218,Midnight Confessions,The Grass Roots,The Grass,Midnight Confessions The Grass,"{Instrumental Lead in}

The sound of your footsteps
Tell me that you're near
Your soft gentle motion, babe
Brings out a need in me that nobody hears, except

In my midnight confessions
When I tell all the world that I love you
In my midnight confessions
When I say all the things that I want to
I love you

There's a little gold ring you wear on your hand
Makes me understand
There's another before me
You'll never be mine
I'm wasting my time

{Hook}

Staggering through the daytime
Your image on my mind
Passing so close beside you babe
Sometimes the feelings are so hard to hide, but

In my midnight confessions
When I tell all the world that I love you
In my midnight confessions
When I say all the things that I want to
I love you

{Hook - horn section}

There's a little gold ring you wear on your hand
Makes me understand
There's another before me
You'll never be mine
I'm wasting my time

In my midnight confessions
When I'm telling the world that I love you
In my midnight confessions
When I say all the things that I want to
Na na na na na na na na
Na na na na na na, na na..."
1219,Dance to the Music,Sly & the Family Stone,Sly &,Dance to the Music Sly &,"[Cynthia Robinson]
Get up and dance to the music
Get on up and dance to the music

[All]
Dance to the Music
Dance to the Music
Dance to the Music
Dance to the Music

[Freddie Stone]
Hey Greg

[Greg Errico]
What?

[Freddie]
All we need is a drummer
For people who only need a beat, yeah

[Drum added]

[Freddie]
I'm gonna add a little guitar
And make it easy to move your feet

[Guitar added]

[Larry Graham]
I'm gonna add some bottom
So that the dancers just won't hide

[Bass added]

[Sylvester ""Sly"" Stone]
You might like to hear my organ
I said ‘Ride, Sally, ride’

[Organ added]

[Freddie]
Cynthia, Jerry
If I could hear the horns blowin'
Cynthia on the throne, yeah

[Trumpet: Cynthia]

[Freddie]
Listen to me
Cynthia & Jerry got a message they're sayin':

[Cynthia]
All the squares, go home
Aaaaah, yeah

[Saxophone: Jerry Martini]

[Greg]
Listen to the basses

[All]
Dance to the Music
Dance to the Music
Dance to the Music
Dance to the Music
Dance to the Music"
1220,The Horse,Cliff Nobles,Cliff Nobles,The Horse Cliff Nobles,[Instrumental]
1221,I Wish It Would Rain,The Temptations,The Temptations,I Wish It Would Rain The Temptations,"[Verse]
Sunshine blue skies please go away
The girl has found another and
Gone away
With her went my future
My life is filled with gloom
So day after day I stay locked up in my room
I know to you, it might sound strange
But I wish it would rain
Because so badly I want to go outside
But everyone knows
That a man ain't supposed to cry
Listen, I got to cry because crying eases the pain
Oh yeah, people this hurt I feel inside
Words could never explain
I just wish it would rain
Let it rain, let it rain, let it rain
(I just wish it would rain)
Let it rain, let it rain
Let it rain

Day in day out my tear-stained face
Pressed against the window pain
My eyes search the skies desperately for rain
Because rain-drops will hide my tear -drops
And no one will ever know that I'm crying
Crying when I go outside
To the world outside my tears
I refuse to explain
Oh I wish it would rain
Let it rain, let it rain
I need rain to disguise the tears in my eyes
Oh, let it rain
I'm a man and I got my pride
Till it rains I'm going to stay inside and let it rain"
